140,133,127
142,140,130
50,66,50
132,136,128
174,171,155
154,157,150
110,101,107
208,194,203
122,136,123
22,59,42
145,166,145
135,146,136
195,196,193
172,124,124
66,106,85
58,95,77
60,87,76
73,90,91
149,164,154
58,69,63
194,170,168
185,148,134
185,174,165
52,76,61
211,220,213
75,93,82
157,167,156
151,163,153
212,218,212
44,87,68
52,100,75
51,89,67
43,89,68
67,99,86
188,182,180
112,131,114
65,99,77
91,106,98
100,127,120
107,123,115
57,105,108
0,66,72
0,57,74
0,53,74
2,52,74
1,49,72
2,49,73
2,48,72
1,47,71
1,47,71
2,48,72
1,47,71
1,47,71
1,47,71
2,48,72
2,48,72
1,47,71
0,46,70
0,46,70
1,47,71
1,47,71
0,47,71
2,46,71
1,46,69
111,114,101
126,132,123
103,121,102
151,148,141
173,164,152
137,133,125
136,135,133
223,202,209
112,112,100
49,93,69
161,172,158
139,147,138
123,142,131
100,98,83
57,93,76
65,89,75
55,80,67
48,63,60
51,73,55
121,132,117
205,197,191
126,135,128
79,94,81
49,89,70
81,101,88
69,80,66
114,122,108
36,67,48
85,101,89
19,60,41
50,87,72
63,101,82
85,116,102
163,170,165
195,187,190
124,136,133
99,109,105
92,93,92
33,40,40
93,102,101
40,108,105
2,68,73
0,58,75
1,54,75
2,52,73
2,49,73
2,50,73
2,47,71
2,48,72
0,46,70
1,48,71
2,48,72
0,46,70
0,46,70
2,48,72
2,48,72
1,47,71
0,46,70
0,46,70
2,48,72
2,48,72
0,46,70
2,48,71
2,47,70
155,158,153
85,95,95
183,183,167
205,200,189
209,197,189
207,196,187
206,207,200
218,200,198
173,172,163
109,138,118
196,190,181
182,187,176
155,175,163
139,159,143
140,160,144
165,178,169
126,146,131
73,89,74
133,140,128
162,164,153
196,194,180
142,150,136
124,139,120
97,119,103
139,156,140
131,139,127
171,170,156
157,163,153
160,164,156
98,124,111
121,143,130
56,71,76
111,122,127
181,171,171
114,116,128
0,11,19
45,47,56
148,130,132
168,162,162
60,86,84
31,98,99
0,57,64
0,58,73
1,51,74
1,49,72
1,49,72
1,49,72
1,47,71
2,47,72
1,45,70
1,46,70
0,47,71
1,47,71
0,46,70
0,46,70
2,48,72
1,47,71
0,46,70
1,47,71
0,46,70
2,48,72
1,47,71
0,46,71
2,48,71
84,88,94
61,69,83
185,184,178
204,201,192
208,205,199
180,177,176
97,106,103
178,175,165
193,199,188
201,212,201
205,191,187
153,164,151
102,111,106
164,162,161
123,129,124
127,131,138
124,132,129
183,189,173
214,208,202
156,157,157
103,115,105
154,157,148
208,212,205
189,198,189
160,171,165
128,136,133
191,191,183
171,179,175
169,173,164
158,163,153
166,173,161
51,69,70
24,40,49
120,114,118
9,22,35
21,48,50
36,56,60
104,105,106
37,56,50
21,64,58
24,86,90
0,57,67
1,57,73
0,50,74
1,50,73
3,51,74
1,48,72
2,47,71
2,48,72
2,45,70
0,45,70
0,45,69
1,46,70
0,47,71
0,46,70
1,47,71
2,48,72
0,46,70
2,48,72
0,46,70
2,48,72
0,46,70
0,46,70
2,48,72
23,36,36
58,68,61
100,109,104
108,108,106
97,110,100
39,55,55
2,20,22
101,109,94
68,93,71
33,68,51
152,153,149
80,102,88
7,33,26
37,53,50
22,50,39
68,89,93
112,121,124
112,109,96
182,174,167
36,42,48
49,71,68
98,99,91
109,108,112
60,69,69
50,60,66
127,133,139
82,87,83
66,79,79
91,105,91
72,89,74
56,66,60
31,62,48
24,55,53
97,101,101
8,32,39
25,61,57
16,48,48
39,60,56
11,55,40
25,81,70
7,66,72
2,58,71
3,56,75
0,50,73
1,51,74
2,50,73
0,48,71
0,46,70
2,47,72
2,45,70
2,47,71
0,45,69
0,45,69
0,47,71
0,46,70
2,48,72
0,46,70
0,46,70
1,47,71
0,46,70
1,47,71
1,47,71
0,44,68
1,47,71
21,38,45
219,225,223
88,105,108
95,96,101
88,115,98
28,60,52
22,46,48
98,109,94
108,125,103
14,48,34
108,116,113
77,108,92
55,87,77
59,78,69
134,159,138
207,213,209
255,255,255
181,182,169
126,129,113
118,129,130
110,128,127
114,115,99
52,60,63
0,0,4
117,132,140
185,190,193
219,226,216
181,191,189
112,112,100
88,88,87
7,16,25
53,95,72
44,89,68
94,108,97
1,27,28
18,44,41
27,50,49
102,125,112
50,95,78
23,78,67
0,59,66
3,55,72
3,55,76
0,50,73
0,49,72
0,47,71
0,49,72
0,46,70
1,47,71
1,44,70
1,46,71
1,47,71
1,47,71
2,48,72
1,47,71
1,47,71
0,45,69
0,47,70
1,47,71
0,46,70
1,46,70
1,47,71
1,46,70
1,47,71
4,27,31
200,201,212
4,18,28
154,155,162
142,167,150
22,57,47
25,50,46
95,88,77
86,106,82
29,70,53
127,138,128
5,24,21
79,99,98
64,82,84
101,107,106
115,127,121
201,210,215
190,181,166
160,165,159
132,139,143
147,158,162
89,95,77
29,50,47
32,57,55
61,77,75
178,179,174
218,216,220
206,205,202
184,157,148
118,113,123
2,15,30
38,77,59
74,120,95
128,145,124
21,55,51
27,69,58
75,100,79
163,157,154
13,36,35
33,77,76
0,54,68
3,54,76
2,51,73
2,50,74
2,50,73
2,47,71
1,47,72
2,48,72
0,46,70
0,45,69
0,47,71
1,47,71
0,46,70
1,47,71
1,47,71
1,47,71
0,46,69
1,46,70
0,45,70
0,46,70
0,47,70
1,47,71
0,46,70
1,47,71
6,27,33
63,64,80
8,21,32
110,124,123
107,127,112
20,45,39
31,53,47
83,88,75
70,87,71
37,64,55
147,155,143
1,30,20
176,192,192
39,62,60
17,42,29
51,82,62
44,67,62
174,163,150
179,184,181
85,98,98
11,26,27
99,105,97
19,45,43
52,100,81
85,123,105
133,139,134
175,177,178
117,124,117
147,130,121
124,115,119
29,53,58
13,43,34
93,119,100
132,153,126
23,58,48
24,54,49
108,116,109
75,75,81
0,12,17
20,55,66
0,52,71
4,55,76
2,52,73
3,51,74
3,49,74
1,47,71
2,48,72
2,48,72
2,48,72
2,48,72
1,46,70
0,45,69
1,47,71
0,47,71
2,48,72
2,48,72
0,45,69
0,45,69
0,46,70
1,47,71
1,47,71
0,45,69
1,46,70
0,45,69
8,29,32
10,22,31
20,39,46
39,65,57
84,104,92
28,51,44
68,90,81
42,60,46
48,62,60
7,22,21
171,175,165
11,39,36
164,181,184
5,38,30
63,91,71
68,90,70
31,56,47
172,160,148
128,133,137
11,32,30
27,51,46
69,76,72
33,61,54
41,86,67
62,105,83
129,144,127
96,108,96
50,69,60
87,97,83
144,142,135
19,52,43
29,57,55
77,88,77
143,162,140
56,95,81
8,36,33
45,54,56
7,26,29
13,48,43
0,38,49
0,54,75
2,53,74
0,49,71
1,49,72
1,48,71
2,47,71
2,48,72
0,46,70
1,47,71
0,46,70
0,46,70
0,45,69
1,47,71
1,47,71
2,48,72
1,47,71
1,45,69
0,46,70
0,46,70
1,47,71
0,45,69
1,47,71
0,45,69
0,47,71
19,40,38
16,45,39
20,45,45
21,54,43
80,102,93
22,51,43
37,57,46
46,72,58
10,30,32
8,26,26
141,140,136
38,56,67
82,101,109
25,60,49
56,70,57
100,92,90
46,65,58
150,141,125
58,67,70
11,40,36
26,59,44
103,113,105
60,84,72
4,27,21
59,90,76
123,150,117
115,131,106
90,117,106
60,90,71
113,124,106
24,56,45
8,41,41
68,76,70
102,121,108
42,81,70
27,68,61
29,53,53
29,65,58
40,95,76
10,62,66
2,53,72
2,53,74
0,50,72
1,49,72
0,47,71
0,46,70
2,48,72
0,46,70
2,48,72
0,46,70
1,47,71
1,46,70
0,46,70
0,45,69
1,46,70
0,45,69
1,46,69
0,45,69
1,46,70
0,47,70
1,47,71
0,47,71
0,45,69
0,46,71
24,50,45
24,63,48
22,48,40
32,60,60
118,140,148
11,38,35
23,41,40
27,50,48
17,46,40
28,61,50
65,82,73
24,51,52
83,104,104
0,26,19
96,96,89
227,210,213
28,48,45
127,123,106
32,56,51
41,69,63
35,67,57
15,25,28
56,71,71
6,39,38
93,121,108
98,134,107
145,154,126
114,135,123
100,127,105
86,116,91
20,40,41
12,53,46
96,93,87
45,73,59
10,44,38
27,65,56
40,57,55
28,65,63
19,71,51
0,53,61
3,54,75
1,52,73
0,51,72
0,48,71
1,49,72
2,47,72
2,48,72
0,46,70
2,48,72
0,46,70
0,46,70
1,47,71
1,46,70
1,46,71
1,46,70
1,47,71
1,46,69
1,44,70
1,45,70
2,47,69
2,46,69
0,46,70
1,46,71
1,44,70
11,37,32
24,58,45
26,51,46
15,49,43
154,187,184
16,40,36
25,46,41
19,52,40
27,63,52
17,57,41
47,70,60
22,55,47
61,88,73
29,52,49
90,86,89
196,190,194
1,14,20
75,78,69
32,56,50
10,31,33
13,23,30
11,23,30
18,41,41
13,45,43
137,148,141
65,96,77
75,99,81
95,71,65
98,135,113
99,130,105
31,60,54
14,48,41
103,105,101
43,74,62
28,63,55
20,56,49
42,61,59
22,55,49
21,60,53
1,50,66
1,54,74
0,51,72
1,51,73
0,48,71
1,49,72
2,47,72
2,48,72
1,47,71
0,47,70
0,45,69
0,46,70
0,45,69
1,46,70
0,45,69
0,44,68
1,47,71
1,46,69
1,44,69
0,44,69
2,47,70
2,47,69
0,47,71
1,45,70
3,43,69
17,42,37
16,41,30
37,52,52
32,67,57
36,66,55
22,44,41
50,83,70
38,81,59
37,79,62
33,76,56
117,138,126
10,35,34
41,59,53
37,59,53
58,61,70
162,177,185
19,31,40
49,61,62
4,28,21
6,29,27
5,21,23
12,39,38
13,34,33
8,37,36
92,100,95
38,65,60
23,41,43
255,213,204
64,95,75
91,116,94
61,92,82
46,73,63
60,68,67
29,62,54
14,49,40
31,63,57
52,73,71
28,70,56
16,56,56
0,52,74
1,53,74
0,51,72
0,52,73
1,48,71
0,47,72
2,47,72
2,48,72
2,48,72
0,46,70
1,47,71
1,46,70
1,46,70
0,47,71
0,47,70
0,46,69
1,47,71
1,46,69
1,44,70
0,44,69
1,46,69
2,47,69
0,47,71
1,46,70
4,42,69
27,62,55
41,81,66
17,34,34
18,37,34
12,41,29
16,41,36
50,87,73
48,92,70
79,112,97
48,78,61
171,180,170
150,167,173
181,186,196
95,111,109
50,67,59
88,125,106
43,60,52
49,62,69
28,54,51
21,55,45
18,52,46
21,59,47
23,46,42
21,49,43
94,109,99
55,73,72
65,76,85
142,149,124
67,100,82
175,183,166
93,109,103
103,123,116
67,75,78
8,45,37
17,53,43
22,51,46
40,66,60
22,70,52
23,74,77
0,53,75
0,50,72
0,50,72
1,51,73
0,48,72
0,47,71
2,48,72
1,47,71
0,46,70
1,47,71
1,47,71
1,46,71
0,44,69
0,44,68
0,44,69
0,44,69
0,46,70
0,45,69
0,44,69
1,45,69
0,45,68
1,46,70
0,45,69
1,44,70
4,42,69
0,14,18
58,77,74
35,60,52
10,23,26
31,60,51
24,49,47
40,60,57
6,34,27
251,255,255
127,135,124
205,203,199
193,220,221
205,213,224
17,25,29
36,61,56
35,75,55
50,66,60
56,69,69
35,63,64
33,67,57
23,60,57
35,72,60
25,57,52
19,47,36
81,92,82
119,118,110
243,238,237
129,165,136
85,105,90
172,163,154
176,164,168
40,51,54
24,36,42
17,49,45
32,69,63
45,76,68
31,64,54
21,70,54
3,62,67
1,54,76
1,50,72
3,51,74
1,49,72
2,50,73
2,49,71
2,47,71
2,48,72
0,46,70
1,47,71
0,46,70
0,46,70
1,45,70
0,43,68
0,43,68
0,44,69
1,46,70
0,43,68
0,43,68
0,45,70
2,46,71
1,45,70
1,45,70
0,43,68
3,43,69
0,0,13
106,122,123
109,147,122
0,24,19
65,71,65
54,68,67
0,0,6
0,15,16
89,87,87
165,166,157
145,146,145
75,90,99
55,63,73
18,36,34
8,35,26
31,59,43
40,49,48
15,32,31
7,25,24
30,57,44
21,55,50
34,68,58
22,50,48
11,38,36
59,65,63
170,165,152
206,203,197
106,141,108
94,117,99
189,181,181
147,145,150
8,25,30
24,55,51
5,22,22
12,41,40
36,77,66
26,69,53
24,75,63
0,54,68
1,55,76
1,50,72
3,51,74
2,50,73
1,49,72
1,48,71
2,47,71
2,48,72
2,48,72
1,47,71
1,47,71
0,46,70
1,45,70
2,46,71
2,46,71
0,44,68
0,46,69
1,47,72
1,45,70
0,44,69
2,46,71
0,44,69
1,45,70
1,44,69
3,43,69
1,20,21
113,133,130
104,135,119
74,106,103
148,139,143
42,53,49
0,18,19
23,59,49
151,173,161
182,196,183
121,130,120
1,13,15
13,29,32
24,49,43
13,48,36
67,85,73
57,55,60
11,34,31
9,35,28
84,115,94
7,36,24
48,80,60
38,67,56
29,70,61
18,34,35
130,140,128
209,217,209
50,79,57
49,74,60
255,255,255
105,121,119
14,52,42
28,66,46
34,83,62
14,35,32
40,77,67
30,80,60
32,85,74
0,52,75
2,55,75
1,50,72
3,51,73
1,49,72
2,50,73
1,49,72
1,47,71
1,47,71
2,48,71
2,48,72
0,47,71
0,44,69
1,45,70
2,46,71
0,44,69
1,45,70
0,46,69
0,46,69
1,44,70
0,45,69
2,46,71
0,44,70
0,44,69
2,43,69
4,44,70
10,41,34
39,57,50
90,103,102
133,152,153
105,98,102
90,103,99
20,52,38
65,106,87
101,124,105
37,54,46
145,169,152
47,79,65
38,64,59
27,62,50
43,83,67
76,87,76
46,48,51
3,31,26
19,45,39
115,141,127
41,71,59
106,137,116
60,109,80
55,90,84
16,44,35
63,85,73
66,82,78
72,102,82
26,64,46
87,101,108
37,59,61
37,82,62
41,80,60
54,103,80
53,76,67
13,41,37
45,82,67
13,63,62
1,53,76
1,55,75
1,50,72
1,49,72
0,48,71
2,50,73
1,48,71
0,47,71
1,47,71
2,48,72
1,47,71
0,47,71
0,45,70
1,44,69
1,46,71
1,44,69
1,46,70
1,45,70
0,43,69
0,44,69
1,46,71
1,46,70
0,44,68
1,45,70
0,43,68
3,42,69
23,47,42
97,112,106
113,122,127
111,96,103
134,137,136
159,165,164
64,91,75
74,106,96
64,79,65
23,35,30
167,181,171
46,73,63
50,79,71
36,72,59
8,46,32
102,106,102
30,40,45
28,59,55
34,64,48
87,100,90
82,105,92
85,131,96
63,122,85
3,20,26
57,85,73
70,98,81
71,91,89
59,91,76
30,75,58
2,26,28
8,32,34
25,65,45
29,66,53
34,63,53
61,87,76
16,44,40
37,57,51
12,53,60
1,56,75
3,55,77
0,50,72
0,48,71
0,48,71
2,50,73
0,48,71
0,49,72
0,48,71
2,48,72
0,46,70
1,47,71
0,46,70
2,46,71
0,44,69
1,44,69
2,46,71
2,45,70
0,44,69
1,45,69
2,46,70
2,45,68
1,44,68
0,45,70
0,43,68
2,43,69
84,101,95
113,130,124
139,151,153
160,122,130
175,186,181
186,187,184
105,122,105
103,125,125
144,157,158
132,142,132
106,124,111
101,70,77
103,93,92
38,71,61
41,68,63
41,44,43
0,8,11
158,180,182
57,101,71
98,108,95
127,126,129
50,79,69
17,50,39
11,27,32
70,92,84
134,159,143
118,136,139
11,40,36
25,66,56
33,67,60
54,75,69
46,82,60
24,61,49
19,45,41
44,71,65
48,86,76
44,62,54
13,52,59
0,59,76
0,53,75
0,50,72
0,48,71
2,50,73
1,49,72
0,48,71
1,49,72
2,49,71
2,47,72
1,47,71
0,47,71
0,45,69
1,45,70
0,44,69
0,44,69
0,44,69
0,44,69
1,45,70
3,43,70
3,44,69
3,43,68
2,43,68
0,45,69
0,43,68
0,45,70
180,190,196
142,159,153
107,122,117
121,105,101
158,166,162
139,148,140
138,158,130
128,143,143
112,125,137
157,168,152
131,147,128
219,146,155
159,134,129
118,145,138
117,129,128
105,106,101
13,50,38
3,15,23
73,124,102
79,89,82
117,120,120
0,13,12
6,22,24
19,42,34
88,105,96
176,188,178
175,192,194
13,44,37
24,56,49
20,52,41
104,117,106
57,92,66
12,52,41
35,65,64
17,43,42
25,66,51
60,95,80
23,72,75
0,55,73
0,54,75
0,50,72
0,48,71
1,49,72
0,48,71
0,48,71
1,49,72
2,49,71
2,47,72
2,48,72
0,46,70
0,45,71
2,46,71
0,44,69
0,44,69
0,44,69
0,45,69
1,44,70
5,42,70
5,42,69
4,41,67
4,43,69
0,43,68
0,45,69
0,45,69
185,208,201
95,120,106
80,110,93
45,64,50
161,163,156
35,58,46
83,109,89
141,149,143
58,71,67
152,153,140
151,145,140
108,79,81
130,136,122
79,96,90
182,175,177
137,136,126
29,51,42
2,25,33
29,62,50
51,66,65
104,130,111
34,68,47
16,44,38
25,56,47
88,115,94
188,197,188
148,166,166
6,35,35
19,43,36
26,58,47
116,129,118
39,77,60
38,85,64
15,54,43
43,74,68
35,73,58
67,109,87
11,65,71
0,57,77
2,53,74
2,50,72
1,49,72
2,50,73
1,49,72
1,49,72
1,49,72
2,49,71
2,48,72
0,46,70
0,46,70
1,47,71
0,45,70
0,45,70
1,45,70
1,45,70
1,45,70
1,44,69
4,43,70
3,43,70
5,44,70
3,42,68
0,45,70
0,44,68
0,44,69
97,113,104
88,105,87
100,114,98
112,118,110
190,183,171
5,28,17
33,61,50
98,95,91
113,109,106
188,180,170
177,180,172
138,143,134
134,142,125
131,131,121
165,164,160
82,88,77
54,67,57
28,47,48
54,64,48
152,152,132
125,139,125
33,53,48
52,77,74
48,90,73
77,121,84
83,99,78
126,142,127
8,42,35
18,46,34
46,93,71
6,37,19
15,51,39
65,110,88
57,94,82
16,45,38
30,65,52
58,106,85
3,58,66
0,58,79
2,52,73
2,48,71
1,49,72
0,48,71
1,49,72
1,49,72
2,50,73
2,49,71
2,48,72
0,46,70
1,47,71
1,47,71
0,46,70
1,46,71
1,45,70
2,46,71
0,44,69
0,45,70
3,44,70
2,44,70
4,46,69
2,43,68
2,45,70
1,44,69
0,42,67
144,153,147
209,215,202
213,212,203
207,204,199
223,218,205
74,95,86
74,94,88
172,166,163
203,199,193
211,202,193
186,185,179
47,48,50
120,118,110
190,189,182
162,160,158
137,126,119
132,130,123
107,121,113
92,90,90
171,166,166
46,55,60
21,36,43
31,44,47
40,55,50
143,173,144
135,164,143
149,165,146
48,82,69
72,94,81
53,101,77
47,96,75
19,78,61
19,70,48
42,75,64
25,57,47
6,41,31
51,99,84
0,56,67
0,58,78
1,51,73
2,49,72
1,50,73
0,48,71
2,50,73
1,49,72
2,50,73
2,49,73
0,46,70
1,47,71
1,47,71
1,46,70
1,46,70
0,46,70
0,44,69
0,44,69
0,43,68
1,45,70
0,43,68
0,45,70
0,45,68
1,45,69
3,44,69
1,42,68
0,44,69
35,45,44
96,102,97
120,119,113
106,115,105
125,132,121
88,103,94
78,86,82
133,135,128
135,149,136
199,195,184
123,127,124
0,22,28
26,33,39
39,49,55
42,53,53
143,149,137
136,138,132
84,100,93
53,65,70
76,89,91
12,36,35
1,20,25
10,33,35
45,63,63
57,72,67
22,55,49
32,54,48
68,94,89
131,135,126
42,76,62
3,33,25
31,68,60
24,58,43
29,60,50
37,77,64
45,83,72
38,77,72
0,58,69
0,57,77
1,52,73
2,50,72
1,49,73
2,50,73
0,48,71
1,49,72
1,49,72
2,49,73
0,46,70
1,47,71
0,46,70
0,46,70
1,47,71
0,46,69
1,44,69
0,44,69
1,46,71
1,46,71
0,44,68
0,46,70
0,44,67
0,45,69
6,40,69
4,41,68
0,43,69
53,74,70
32,47,44
85,94,85
34,58,45
37,69,56
27,53,41
35,58,47
69,93,79
65,91,74
128,144,125
122,132,126
74,97,86
66,91,93
20,48,43
18,54,37
49,86,61
61,98,85
37,75,63
91,109,107
120,143,138
16,46,33
30,59,54
33,65,56
20,49,51
12,12,33
0,14,23
0,22,28
34,55,45
176,176,167
25,43,37
25,53,51
13,30,29
31,61,52
80,97,88
55,99,79
39,83,59
15,61,71
0,63,75
5,56,76
0,50,73
0,49,72
2,50,73
1,48,72
1,47,71
1,47,71
1,47,71
3,49,72
3,49,73
0,46,70
2,48,72
0,45,69
0,46,70
1,46,71
0,44,69
0,44,69
1,45,70
0,44,69
0,44,70
0,44,68
0,44,67
0,45,69
2,42,68
3,43,70
0,45,67
27,44,44
21,37,39
80,103,97
67,107,87
49,93,70
57,96,76
46,77,64
40,58,48
36,58,45
120,140,121
159,166,157
185,195,194
40,56,68
14,30,35
23,51,42
67,100,84
55,83,84
50,74,70
113,119,123
35,53,62
45,75,63
23,57,40
11,42,29
8,33,35
9,15,28
15,36,40
19,41,45
67,90,78
152,163,162
68,95,91
17,57,46
6,41,40
69,92,88
89,93,84
85,122,102
57,108,77
3,56,63
1,64,78
3,55,76
0,50,74
0,49,72
1,49,72
2,49,72
1,47,71
1,47,72
2,48,71
2,48,72
3,49,73
0,46,70
1,47,71
0,45,69
0,45,69
0,45,69
1,45,70
0,44,69
1,45,70
1,45,70
0,44,69
1,45,69
0,45,67
0,45,69
3,42,68
4,43,70
1,43,67
44,68,64
8,28,28
44,43,45
32,26,22
11,29,18
42,79,62
59,89,80
110,121,116
187,195,193
144,157,143
134,140,135
170,177,188
32,51,59
0,6,10
0,18,11
123,139,127
95,106,114
7,23,27
14,17,29
0,0,16
31,62,52
27,70,48
41,76,62
29,61,59
23,42,44
16,46,42
42,69,66
87,112,104
130,137,148
59,81,94
17,52,47
12,39,35
24,32,31
141,138,135
63,90,77
69,117,96
0,58,67
0,59,77
2,52,76
0,49,72
0,49,73
1,48,71
1,48,72
3,49,73
1,47,71
1,47,71
3,49,73
0,46,70
2,48,72
0,46,70
1,47,71
1,47,71
1,46,70
0,43,68
1,45,70
0,44,69
1,45,70
1,45,68
1,45,69
0,45,68
0,44,68
3,42,69
2,42,68
2,41,66
21,56,46
33,54,48
101,89,85
176,160,161
143,142,144
8,25,26
58,82,79
143,150,148
166,164,168
123,125,115
136,139,140
60,73,88
13,38,34
19,41,38
34,53,41
183,182,168
183,179,184
16,36,42
4,14,26
6,19,28
25,56,47
24,66,49
22,59,49
21,58,52
14,42,36
21,53,46
31,63,57
0,23,17
205,201,204
163,181,167
23,66,45
44,91,71
55,77,69
107,104,108
27,48,46
46,84,78
0,55,72
0,58,76
1,52,76
0,49,72
1,50,73
1,49,72
2,49,73
2,49,73
2,48,72
3,49,73
1,47,71
0,46,70
2,48,72
0,46,70
1,47,71
1,46,70
1,45,70
1,43,68
0,44,69
1,45,70
1,45,70
1,45,69
0,44,69
0,44,67
0,43,67
2,42,68
3,43,69
5,42,67
30,52,51
21,47,33
184,185,172
187,198,191
205,195,188
0,11,15
37,57,54
189,194,197
81,94,92
125,131,130
117,118,118
59,79,89
4,21,20
24,49,46
10,42,32
188,172,160
146,147,140
11,44,37
12,35,35
19,43,39
19,41,33
15,36,33
11,32,33
6,16,15
8,37,30
19,50,43
0,23,23
40,65,61
189,190,185
156,165,158
16,47,35
57,94,78
86,107,96
157,155,147
25,52,48
19,67,73
1,61,81
0,55,73
0,51,74
1,49,72
0,50,74
0,48,72
2,50,73
1,49,72
2,49,73
1,47,71
1,47,71
2,48,72
2,48,72
0,46,70
1,47,71
1,47,70
1,44,69
1,44,69
0,44,69
1,45,70
0,44,69
1,45,70
0,43,68
0,45,69
1,44,69
3,42,67
1,41,66
2,43,68
8,27,22
68,96,75
119,131,115
107,108,105
168,149,140
3,46,31
12,32,28
85,94,94
21,42,39
73,85,88
128,133,129
20,44,49
18,38,37
13,35,32
7,30,24
169,157,156
139,152,140
32,71,56
14,45,40
25,55,50
29,56,49
16,42,38
16,40,38
21,50,44
13,46,37
13,43,37
17,44,43
11,28,27
69,77,80
44,57,60
0,15,18
28,45,48
61,70,67
165,169,154
34,76,68
5,62,68
1,64,81
0,54,74
1,50,74
0,49,72
1,50,73
1,49,72
2,50,73
1,49,72
0,48,72
2,48,72
1,47,71
2,48,72
1,47,71
0,46,70
1,47,71
1,46,70
0,44,69
1,45,70
0,44,69
0,44,69
0,43,68
0,43,68
1,43,68
2,44,69
2,44,69
3,42,67
2,42,67
3,43,68
23,53,45
49,73,57
123,137,124
147,154,149
98,104,82
35,74,57
51,69,70
210,212,211
107,120,117
112,126,126
97,108,96
37,65,63
23,49,46
27,50,47
12,29,27
7,9,16
56,80,67
14,48,38
18,46,43
13,39,35
21,44,42
10,34,31
32,61,50
42,89,65
